City,Cloudiness (%),Country,Date,Humidity (%),Latitude,Longitude,Temperature,Wind Speed (MPH)
Airai,51.0,TL,1613092831.0,78.0,-8.9266,125.4092,72.52,1.3
Matara,70.0,LK,1613092832.0,90.0,5.9485,80.5353,72.03,3.18
Geraldton,0.0,AU,1613092832.0,32.0,-28.7667,114.6,80.6,11.5
Halifax,30.0,CA,1613092616.0,73.0,44.6453,-63.5724,18.0,6.91
Merauke,89.0,ID,1613092832.0,83.0,-8.4667,140.3333,80.73,7.78
Barrow,1.0,US,1613092628.0,83.0,71.2906,-156.7887,-41.8,11.5
Bratislava,40.0,SK,1613092832.0,62.0,48.1482,17.1067,17.6,6.91
Ribeira Grande,100.0,PT,1613092833.0,84.0,38.5167,-28.7,60.64,38.16
Puerto Ayora,91.0,EC,1613092833.0,98.0,-0.7393,-90.3518,75.99,7.38
Kerema,89.0,PG,1613092833.0,82.0,-7.9631,145.7785,81.41,13.4
Kirakira,100.0,SB,1613092834.0,88.0,-10.4544,161.9205,78.35,6.73
Codrington,100.0,AU,1613092834.0,62.0,-38.2667,141.9667,63.66,12.59
Kahului,20.0,US,1613092723.0,54.0,20.8947,-156.47,80.6,19.57
Port Antonio,75.0,JM,1613092835.0,61.0,18.18,-76.4612,80.6,8.05
Deniliquin,100.0,AU,1613092835.0,69.0,-35.5333,144.9667,71.01,1.01
Safaga,0.0,EG,1613092835.0,44.0,26.7292,33.9365,60.8,5.75
Lüderitz,12.0,NA,1613092835.0,87.0,-26.6481,15.1594,64.62,4.27
Buin,0.0,CL,1613092835.0,82.0,-33.7333,-70.75,72.0,9.22
Hamilton,100.0,US,1613092816.0,68.0,39.1834,-84.5333,24.01,4.0
Benguela,91.0,AO,1613092836.0,81.0,-12.5763,13.4055,74.03,4.76
Palana,0.0,RU,1613092836.0,90.0,59.1167,159.9667,5.79,14.92
Laguna,90.0,US,1613092587.0,82.0,38.421,-121.4238,52.0,4.61
Sarangani,75.0,PH,1613092836.0,77.0,5.4033,125.4636,83.23,11.45
Aklavik,40.0,CA,1613092836.0,70.0,68.2191,-135.0107,-11.2,12.66
Cape Town,75.0,ZA,1613092836.0,94.0,-33.9258,18.4232,72.0,14.97
Tucumcari,1.0,US,1613092560.0,51.0,35.1717,-103.725,35.6,12.66
Egvekinot,0.0,RU,1613092837.0,84.0,66.3167,-179.1667,-19.34,10.8
Hithadhoo,82.0,MV,1613092837.0,80.0,-0.6,73.0833,81.23,12.1
Henties Bay,95.0,NA,1613092837.0,88.0,-22.116,14.2845,69.01,8.37
Severo-Kuril'sk,100.0,RU,1613092837.0,93.0,50.6789,156.125,29.73,5.59
Itoman,75.0,JP,1613092837.0,73.0,26.1247,127.6694,69.8,18.41
Grindavik,75.0,IS,1613092837.0,87.0,63.8424,-22.4338,35.6,26.46
Waingapu,73.0,ID,1613092838.0,68.0,-9.6567,120.2641,83.52,4.14
Huilong,100.0,CN,1613092838.0,78.0,31.8111,121.655,55.0,1.99
Mwadui,100.0,TZ,1613092838.0,95.0,-3.55,33.6,65.25,3.94
Saint-Joseph,0.0,RE,1613092838.0,69.0,-21.3667,55.6167,78.8,14.97
Kumano,0.0,JP,1613092838.0,57.0,34.3442,132.5894,52.0,9.22
Tromsø,90.0,NO,1613092745.0,100.0,69.6496,18.957,30.99,32.21
Kuruman,78.0,ZA,1613092838.0,90.0,-27.4524,23.4325,66.99,1.32
Hirara,75.0,JP,1613092839.0,83.0,24.8,125.2833,71.6,14.97
Bulgan,100.0,MN,1613092839.0,81.0,48.8125,103.5347,6.15,2.89
Hong Kong,0.0,HK,1613092839.0,71.0,22.2855,114.1577,64.0,5.28
Kaeo,0.0,NZ,1613092840.0,44.0,-35.1,173.7833,78.01,3.0
Ayan,99.0,RU,1613092841.0,96.0,56.45,138.1667,18.79,3.47
Uniontown,100.0,US,1613092842.0,53.0,39.9001,-79.7164,27.0,6.69
Lata,32.0,PT,1613092842.0,92.0,40.1629,-8.3327,57.99,1.99
Antofagasta,0.0,CL,1613092797.0,64.0,-23.65,-70.4,69.8,8.05
Zelenoborskiy,67.0,RU,1613092842.0,93.0,66.845,32.3622,-4.14,1.63
Wisconsin Rapids,90.0,US,1613092842.0,71.0,44.3836,-89.8174,1.4,4.61
Souillac,75.0,MU,1613092843.0,73.0,-20.5167,57.5167,78.8,8.05
Itarema,100.0,BR,1613092843.0,83.0,-2.9248,-39.9167,79.92,10.71
Juegang,46.0,CN,1613092843.0,84.0,32.3174,121.1855,52.0,8.5
Sherlovaya Gora,19.0,RU,1613092843.0,94.0,50.5667,116.25,0.48,12.82
Amahai,33.0,ID,1613092843.0,71.0,-3.3333,128.9167,85.86,1.19
Meulaboh,89.0,ID,1613092843.0,84.0,4.1363,96.1285,78.22,5.3
Honiara,100.0,SB,1613092843.0,87.0,-9.4333,159.95,78.33,7.31
Karratha,62.0,AU,1613092844.0,65.0,-20.7377,116.8463,83.91,11.61
Husavik,0.0,IS,1613092844.0,86.0,66.0449,-17.3389,19.4,3.44
Mildura,90.0,AU,1613092629.0,64.0,-34.2,142.15,68.0,10.36
Fairbanks,90.0,US,1613092584.0,62.0,64.8378,-147.7164,17.6,1.14
Saint-Pierre,0.0,RE,1613092844.0,69.0,-21.3393,55.4781,78.8,14.97
Tuatapere,0.0,NZ,1613092844.0,65.0,-46.1333,167.6833,60.01,8.99
Cidreira,100.0,BR,1613092844.0,80.0,-30.1811,-50.2056,75.16,12.75
Chifeng,0.0,CN,1613092845.0,90.0,42.2683,118.9636,25.97,6.26
Te Anau,0.0,NZ,1613092846.0,40.0,-45.4167,167.7167,64.67,1.52
Puerto del Rosario,75.0,ES,1613092661.0,77.0,28.5004,-13.8627,64.4,9.22
Zhezkazgan,100.0,KZ,1613092846.0,88.0,47.8043,67.7144,7.52,6.38
Byron Bay,75.0,AU,1613092847.0,57.0,-28.65,153.6167,80.6,5.75
Kavieng,80.0,PG,1613092847.0,72.0,-2.5744,150.7967,83.37,5.44
Atkarsk,100.0,RU,1613092847.0,98.0,51.8718,45.0078,25.34,2.08
Iaçu,0.0,BR,1613092847.0,76.0,-12.7672,-40.2117,71.11,6.24
Verkhoyansk,0.0,RU,1613092680.0,83.0,67.5447,133.385,-14.49,1.34
Chiredzi,95.0,ZW,1613092849.0,84.0,-21.05,31.6667,68.92,4.83
Umba,0.0,RU,1613092849.0,91.0,66.6871,34.3429,-4.5,2.24
Darnah,0.0,LY,1613092849.0,76.0,32.767,22.6367,58.19,19.13
Trhové Sviny,69.0,CZ,1613092849.0,89.0,48.8423,14.6392,14.0,2.19
Mufumbwe,100.0,ZM,1613092849.0,96.0,-13.6833,24.8,63.52,3.58
Bluff,6.0,NZ,1613092850.0,65.0,-46.6,168.3333,60.01,8.99
Port Shepstone,0.0,ZA,1613092621.0,84.0,-30.7414,30.455,73.08,12.3
Road Town,40.0,VG,1613092824.0,78.0,18.4167,-64.6167,78.01,10.36
Gusinoye Ozero,29.0,RU,1613092850.0,84.0,51.1144,106.2614,-4.47,4.94
Mount Holly,90.0,US,1613092850.0,93.0,35.2982,-81.0159,51.8,10.36
Port Hawkesbury,90.0,CA,1613092850.0,57.0,45.6169,-61.3485,15.8,17.27
Plettenberg Bay,100.0,ZA,1613092756.0,84.0,-34.0527,23.3716,72.43,0.98
La Asuncion,87.0,VE,1613092851.0,84.0,11.0333,-63.8628,75.99,15.39
Bilibino,0.0,RU,1613092851.0,76.0,68.0546,166.4372,-15.63,3.96
Lokosovo,74.0,RU,1613092851.0,86.0,61.1333,74.8167,-24.93,7.23
Tarauacá,100.0,BR,1613092851.0,97.0,-8.1614,-70.7656,73.36,1.97
Leningradskiy,100.0,RU,1613092851.0,87.0,69.3833,178.4167,-14.44,11.9
Kruisfontein,100.0,ZA,1613092851.0,88.0,-34.0033,24.7314,73.99,1.01
Matanzas,75.0,CU,1613092851.0,88.0,23.0411,-81.5775,75.2,3.44
The Valley,20.0,AI,1613092852.0,65.0,18.217,-63.0578,78.8,11.5
Dolores,100.0,AR,1613092852.0,83.0,-36.3132,-57.6792,68.85,8.75
Kotka,90.0,FI,1613092852.0,85.0,60.4664,26.9458,7.0,6.91
Camacupa,100.0,AO,1613092852.0,76.0,-12.0167,17.4833,60.28,5.37
Nizhniy Ingash,100.0,RU,1613092853.0,88.0,56.2,96.53,-11.24,7.74
Lorengau,78.0,PG,1613092853.0,73.0,-2.0226,147.2712,83.66,5.44
Cabo San Lucas,20.0,MX,1613092853.0,72.0,22.8909,-109.9124,68.0,8.05
Noshiro,0.0,JP,1613092853.0,100.0,40.2039,140.0242,26.6,1.14
Palestine,0.0,PS,1613092854.0,93.0,31.9216,35.2033,52.0,4.61
Sibsāgar,20.0,IN,1613092569.0,88.0,26.9833,94.6333,55.4,3.44
Mogadouro,98.0,PT,1613092854.0,94.0,41.3403,-6.7119,50.0,10.0
Ranipur,91.0,PK,1613092854.0,87.0,27.2879,68.5051,51.8,5.48
San Joaquin,90.0,US,1613092605.0,72.0,37.9333,-121.3011,57.99,6.91
Disna,100.0,BY,1613092854.0,93.0,55.568,28.1971,6.6,12.59
Tambo Grande,100.0,PE,1613092855.0,62.0,-4.9269,-80.3447,80.96,10.18
Berdyaush,100.0,RU,1613092856.0,91.0,55.1619,59.1464,0.0,3.83
Cayenne,90.0,GF,1613092856.0,100.0,4.9333,-52.3333,75.2,2.3
Touros,20.0,BR,1613092856.0,78.0,-5.1989,-35.4608,80.6,8.05
Isangel,99.0,VU,1613092856.0,67.0,-19.55,169.2667,83.93,0.45
Necochea,99.0,AR,1613092856.0,88.0,-38.5473,-58.7368,68.0,5.01
Kovūr,100.0,IN,1613092857.0,79.0,14.4833,79.9833,63.09,2.95
Marawi,46.0,PH,1613092857.0,80.0,7.9986,124.2928,76.32,2.17
Zhigansk,99.0,RU,1613092858.0,90.0,66.7697,123.3711,-8.61,3.38
Dingle,31.0,PH,1613092858.0,78.0,10.9995,122.6711,81.39,0.76
Kieta,100.0,PG,1613092858.0,79.0,-6.2167,155.6333,80.8,7.2
Kaifeng,0.0,CN,1613092858.0,93.0,34.7911,114.3483,44.6,4.47
Yar-Sale,98.0,RU,1613092858.0,88.0,66.8333,70.8333,-18.42,8.39
Vao,25.0,NC,1613092859.0,79.0,-22.6667,167.4833,76.95,6.46
Talara,97.0,PE,1613092859.0,86.0,-4.5772,-81.2719,74.43,6.89
Mossamedes,84.0,AO,1613092859.0,78.0,-15.1961,12.1522,72.95,1.25
Samarai,10.0,PG,1613092860.0,67.0,-10.6167,150.6667,84.7,5.55
Iqaluit,90.0,CA,1613092860.0,78.0,63.7506,-68.5145,-0.4,16.11
Gornopravdinsk,24.0,RU,1613092862.0,86.0,60.05,69.9,-25.33,2.93
Great Falls,1.0,US,1613092818.0,68.0,47.5002,-111.3008,-17.0,10.36
Nadvoitsy,88.0,RU,1613092862.0,93.0,63.8667,34.3167,-3.69,4.29
Sabang,0.0,ID,1613092862.0,74.0,5.8933,95.3214,81.55,4.74
Ostrovnoy,100.0,RU,1613092863.0,92.0,68.0531,39.5131,10.08,5.7
Vitim,100.0,RU,1613092863.0,87.0,59.4511,112.5578,-9.53,1.72
Picota,75.0,PE,1613092864.0,88.0,-6.9197,-76.3304,77.0,4.61
Shingū,75.0,JP,1613092864.0,47.0,33.7333,135.9833,53.6,5.75
Kosai,100.0,JP,1613092864.0,50.0,34.7105,137.5316,54.0,11.77
Whitianga,0.0,NZ,1613092865.0,42.0,-36.8333,175.7,73.74,4.23
Kargil,0.0,IN,1613092865.0,69.0,34.5667,76.1,-4.14,1.59
Sitka,1.0,US,1613092865.0,29.0,57.0531,-135.33,30.2,12.66
Buşayrā,0.0,JO,1613092866.0,48.0,30.7376,35.6078,49.87,3.31
Shumskiy,100.0,RU,1613092866.0,87.0,54.8318,99.1328,-11.76,2.89
Garoua,0.0,CM,1613092866.0,21.0,9.3,13.4,69.85,2.24
Vila Franca do Campo,40.0,PT,1613092866.0,88.0,37.7167,-25.4333,61.0,24.16
Saint George,1.0,US,1613092867.0,27.0,37.1041,-113.5841,62.6,12.66
Kiama,0.0,AU,1613092713.0,61.0,-34.6833,150.8667,77.0,2.3
Zhanakorgan,100.0,KZ,1613092867.0,84.0,43.9098,67.2495,37.29,6.13
Goderich,100.0,CA,1613092867.0,73.0,43.7501,-81.7165,12.2,9.22
Clyde River,98.0,CA,1613092753.0,92.0,70.4692,-68.5914,6.8,19.57
Yanam,100.0,IN,1613092867.0,83.0,16.7333,82.2167,71.6,4.61
Esmeraldas,75.0,BR,1613092868.0,94.0,-19.7625,-44.3139,69.8,4.61
Yumen,100.0,CN,1613092868.0,77.0,40.2833,97.2,31.48,15.68
Cabra,90.0,ES,1613092869.0,100.0,37.4725,-4.4421,55.4,4.61
Swellendam,100.0,ZA,1613092869.0,88.0,-34.0226,20.4417,71.6,2.3
Port Blair,100.0,IN,1613092869.0,72.0,11.6667,92.75,78.21,10.54
Acapulco de Juárez,1.0,MX,1613092870.0,73.0,16.8634,-99.8901,78.8,8.05
Ati,0.0,TD,1613092870.0,22.0,13.2154,18.3353,70.09,8.95
Mogadishu,80.0,SO,1613092870.0,83.0,2.0371,45.3438,76.3,16.84
Moshenskoye,100.0,RU,1613092870.0,91.0,58.5102,34.5911,-5.8,5.5
Katsuura,0.0,JP,1613092870.0,53.0,35.1333,140.3,51.01,6.91
Petropavlovsk-Kamchatskiy,82.0,RU,1613092871.0,51.0,53.0452,158.6483,30.2,6.91
Zunyi,0.0,CN,1613092871.0,78.0,27.6867,106.9072,48.83,0.92
Saldanha,10.0,ZA,1613092722.0,88.0,-33.0117,17.9442,64.4,9.22
Puerto Ayacucho,13.0,VE,1613092871.0,50.0,5.6639,-67.6236,83.44,8.19
Bilma,0.0,NE,1613092872.0,20.0,18.6853,12.9164,68.0,9.62
Nhulunbuy,75.0,AU,1613092872.0,83.0,-12.2333,136.7667,82.4,14.97
Cavalcante,97.0,BR,1613092872.0,88.0,-13.7975,-47.4583,69.69,3.76
Karaton,75.0,ID,1613092872.0,89.0,-6.3424,106.1045,78.8,11.5
Quatre Cocos,75.0,MU,1613092873.0,73.0,-20.2078,57.7625,78.8,8.05
Inhambane,14.0,MZ,1613092873.0,86.0,-23.865,35.3833,78.4,12.84
Wakefield,3.0,GB,1613092874.0,84.0,53.6809,-1.499,28.99,1.99
Ambanja,75.0,MG,1613092874.0,89.0,-13.6833,48.45,73.89,2.93
Nandurbar,0.0,IN,1613092875.0,27.0,21.3667,74.25,67.23,3.94
Margate,0.0,GB,1613092875.0,63.0,51.3813,1.3862,32.0,8.01
Sharkan,24.0,RU,1613092875.0,80.0,57.2989,53.8712,1.0,3.0
Tonekābon,90.0,IR,1613092875.0,100.0,36.8163,50.8738,41.0,2.3
Aljezur,100.0,PT,1613092875.0,92.0,37.3191,-8.8033,57.49,5.21
Saskylakh,100.0,RU,1613092875.0,86.0,71.9167,114.0833,-13.61,3.91
Imeni Poliny Osipenko,100.0,RU,1613092875.0,93.0,52.4201,136.4853,4.24,1.21
Lishui,100.0,CN,1613092875.0,85.0,28.4604,119.9103,52.21,1.14
Três Lagoas,100.0,BR,1613092677.0,76.0,-20.7511,-51.6783,71.69,8.7
Ixtapa,90.0,MX,1613092876.0,73.0,20.7,-105.2,71.6,5.75
Faya,0.0,SA,1613092876.0,46.0,18.3851,42.4509,53.6,4.61
Inuvik,100.0,CA,1613092876.0,85.0,68.3499,-133.7218,-0.4,6.91
Khani,0.0,GE,1613092876.0,50.0,41.9563,42.9566,53.6,14.97
Imeni Babushkina,100.0,RU,1613092877.0,92.0,59.7573,43.1285,-2.6,3.31
Marzuq,42.0,YE,1613092877.0,40.0,14.4,46.4667,53.38,2.89
Sakakah,0.0,SA,1613092877.0,66.0,29.9697,40.2064,50.0,5.75
Borovoy,17.0,RU,1613092877.0,76.0,55.4333,86.0833,-18.4,6.71
Ancud,0.0,CL,1613092878.0,87.0,-41.8697,-73.8203,55.0,4.61
Esperance,90.0,AU,1613092878.0,59.0,-33.8667,121.9,64.4,4.61
Noumea,20.0,NC,1613092878.0,65.0,-22.2763,166.4572,84.2,11.5
Pangody,9.0,RU,1613092878.0,83.0,65.85,74.4859,-35.27,4.29
Bria,100.0,CF,1613092878.0,24.0,6.5423,21.9863,69.85,4.23
Dzerzhinsk,75.0,RU,1613092879.0,85.0,56.2389,43.4631,8.6,4.47
Coyhaique,0.0,CL,1613092879.0,58.0,-45.5752,-72.0662,55.4,4.61
Huarmey,58.0,PE,1613092879.0,70.0,-10.0681,-78.1522,74.1,5.17
Greater Sudbury,1.0,CA,1613092879.0,50.0,46.49,-80.99,-2.2,8.05
Forsytheganj,100.0,BY,1613092880.0,95.0,52.6333,29.7333,9.37,16.26
Lashio,3.0,MM,1613092880.0,71.0,22.9333,97.75,54.07,0.81
Bedelē,100.0,ET,1613092880.0,43.0,8.456,36.353,61.47,3.09
Neyshabur,0.0,IR,1613092881.0,47.0,36.2133,58.7958,48.09,1.45
Nísia Floresta,20.0,BR,1613092881.0,83.0,-6.0911,-35.2086,80.6,16.11
Sundumbili,20.0,ZA,1613092881.0,88.0,-29.1337,31.3975,71.6,2.3
Jaciara,100.0,BR,1613092882.0,93.0,-15.9653,-54.9683,72.79,4.61
Flinders,0.0,AU,1613092882.0,61.0,-34.5833,150.8552,81.0,2.3
Casa Nova,40.0,BR,1613092882.0,51.0,-9.4167,-41.1333,87.8,8.05
Makakilo City,1.0,US,1613092882.0,44.0,21.3469,-158.0858,80.6,9.22
Pandamatenga,100.0,BW,1613092883.0,95.0,-18.5278,25.627,66.36,5.82
Bethel,1.0,US,1613092883.0,46.0,41.3712,-73.414,24.8,5.75
Kudahuvadhoo,0.0,MV,1613092883.0,77.0,2.6708,72.8944,80.13,15.12
São Gonçalo do Amarante,100.0,BR,1613092884.0,74.0,-3.6072,-38.9683,82.0,21.99
Safi,0.0,MA,1613092884.0,85.0,32.2994,-9.2372,56.91,10.47
Umluj,99.0,SA,1613092884.0,50.0,25.0213,37.2685,76.77,3.91
Ilulissat,75.0,GL,1613092884.0,67.0,69.2167,-51.1,10.4,13.8
Port Keats,88.0,AU,1613092884.0,75.0,-14.25,129.55,86.05,9.08
Rio Claro,100.0,BR,1613092802.0,82.0,-22.4114,-47.5614,69.01,2.89
Kearney,40.0,US,1613092723.0,85.0,40.6995,-99.0815,3.2,9.22
Olinda,75.0,BR,1613092885.0,65.0,-8.0089,-34.8553,80.6,10.36
Xique-Xique,100.0,BR,1613092885.0,65.0,-10.8218,-42.7263,79.54,8.16
Riyadh,0.0,SA,1613092780.0,40.0,24.6877,46.7219,51.8,2.3
Richards Bay,19.0,ZA,1613092717.0,93.0,-28.783,32.0377,72.99,3.27
Micheweni,100.0,TZ,1613092886.0,78.0,-4.9667,39.8333,80.64,11.03
Malé,20.0,MV,1613092886.0,74.0,4.1748,73.5089,80.6,14.97
Pauini,100.0,BR,1613092886.0,97.0,-7.7136,-66.9764,74.32,2.89
Narsaq,75.0,GL,1613092886.0,28.0,60.9167,-46.05,39.2,35.68
Barreirinhas,100.0,BR,1613092887.0,80.0,-2.7469,-42.8264,80.28,10.04
Khovd,0.0,MN,1613092887.0,73.0,48.0056,91.6419,5.11,2.66
Koslan,100.0,RU,1613092887.0,89.0,63.4564,48.8989,-6.97,3.4
Mount Gambier,90.0,AU,1613092887.0,59.0,-37.8333,140.7667,66.2,13.8
Deputatsky,100.0,RU,1613092888.0,82.0,69.3,139.9,-6.38,2.01
Paraná,44.0,AR,1613092679.0,86.0,-31.732,-60.5238,75.0,6.8
Sørland,100.0,NO,1613092888.0,76.0,67.667,12.6934,36.57,30.47
Yulara,90.0,AU,1613092888.0,89.0,-25.2406,130.9889,78.8,6.91
Tsimmerbude,75.0,RU,1613092889.0,73.0,54.675,20.1347,19.0,11.18
Grenville,20.0,GD,1613092889.0,78.0,12.1167,-61.6167,78.8,19.57
Drayton Valley,8.0,CA,1613092802.0,68.0,53.2168,-114.9854,-13.0,8.99
Kawalu,39.0,ID,1613092889.0,77.0,-7.3817,108.2082,79.29,1.16
Kasongo,100.0,CD,1613092889.0,98.0,-4.45,26.6667,67.78,1.57
Changji,75.0,CN,1613092889.0,93.0,44.0167,87.3167,19.4,2.24
Ludvika,90.0,SE,1613092889.0,67.0,60.1496,15.1878,15.8,9.22
Sibolga,97.0,ID,1613092890.0,75.0,1.7427,98.7792,79.7,2.26
Gizo Government Station,76.0,SB,1613092890.0,75.0,-8.103,156.8419,83.48,11.65
Umm Kaddadah,0.0,SD,1613092890.0,28.0,13.6017,26.6876,69.8,12.46
Pevek,75.0,RU,1613092890.0,84.0,69.7008,170.3133,-21.86,1.14
Shahrud,0.0,IR,1613092890.0,55.0,36.4182,54.9763,44.06,5.1
Pemba,90.0,MZ,1613092890.0,94.0,-12.974,40.5178,77.0,12.66
Novospasskoye,100.0,RU,1613092890.0,95.0,53.1468,47.7514,11.05,1.68
Vanimo,100.0,PG,1613092891.0,63.0,-2.6741,141.3028,87.08,5.19
Ucluelet,90.0,CA,1613092891.0,55.0,48.9329,-125.5528,37.99,8.05
Okhotsk,100.0,RU,1613092891.0,89.0,59.3833,143.3,17.22,5.86
Moba,0.0,CN,1613092891.0,77.0,33.2288,105.0179,38.23,4.81
Avera,90.0,US,1613092891.0,93.0,33.194,-82.5271,61.0,5.19
Toowoomba,75.0,AU,1613092685.0,44.0,-27.55,151.9667,80.6,8.05
Sisimiut,0.0,GL,1613092891.0,87.0,66.9395,-53.6735,4.39,9.35
Balabac,11.0,PH,1613092892.0,80.0,7.9868,117.0645,81.68,10.6
Houma,90.0,US,1613092892.0,88.0,29.5958,-90.7195,66.2,10.36
Chongwe,100.0,ZM,1613092892.0,97.0,-15.3292,28.682,64.67,0.96
Aykhal,0.0,RU,1613092892.0,80.0,66.0,111.5,-23.89,5.32
Japura,59.0,ID,1613092893.0,89.0,-0.3167,102.35,76.51,1.88
Houndé,0.0,BF,1613092893.0,17.0,11.5,-3.5167,76.08,4.41
Hihyā,0.0,EG,1613092893.0,94.0,30.6713,31.588,53.6,5.75
Dubbo,100.0,AU,1613092893.0,47.0,-32.25,148.6167,82.4,17.27
Norman Wells,20.0,CA,1613092893.0,71.0,65.282,-126.8329,-0.4,3.44
Yaguachi Nuevo,75.0,EC,1613092893.0,83.0,-2.1167,-79.6833,78.01,3.44
Hervey Bay,90.0,AU,1613092894.0,50.0,-25.2986,152.8535,80.6,8.05
Cockburn Town,40.0,TC,1613092894.0,69.0,21.4612,-71.1419,77.0,13.8
Salalah,0.0,OM,1613092894.0,35.0,17.0151,54.0924,73.4,5.75
Hambantota,1.0,LK,1613092894.0,100.0,6.1241,81.1185,69.8,3.44
Álamo,75.0,MX,1613092894.0,78.0,20.9167,-97.6833,78.8,9.22
São João da Barra,100.0,BR,1613092895.0,87.0,-21.6403,-41.0511,77.11,11.72
Nacala,100.0,MZ,1613092895.0,87.0,-14.5428,40.6728,75.54,7.83
Upington,100.0,ZA,1613092895.0,78.0,-28.4478,21.2561,71.6,11.5
Camacha,20.0,PT,1613092895.0,82.0,33.0833,-16.3333,60.8,5.75
Boca do Acre,100.0,BR,1613092895.0,97.0,-8.7522,-67.3978,73.8,2.57
Rawson,88.0,AR,1613092896.0,44.0,-43.3002,-65.1023,75.87,28.57
Batagay,0.0,RU,1613092896.0,84.0,67.6333,134.6333,-10.98,0.74
Srandakan,30.0,ID,1613092896.0,75.0,-7.9386,110.2506,81.73,4.74
Ampanihy,100.0,MG,1613092896.0,72.0,-24.7,44.75,74.05,7.7
Port Moresby,40.0,PG,1613092897.0,70.0,-9.4431,147.1797,87.8,12.66
Mafinga,100.0,TZ,1613092897.0,96.0,-7.25,35.0667,64.62,1.25
Karema,100.0,TZ,1613092897.0,77.0,-6.8205,30.4389,73.13,4.99
Port Hardy,75.0,CA,1613092897.0,47.0,50.6996,-127.4199,35.6,27.63
Mahabalipuram,40.0,IN,1613092897.0,78.0,12.6264,80.1722,69.8,2.3
Karauli,78.0,IN,1613092897.0,41.0,26.5,77.0167,56.8,4.07
Luangwa,100.0,ZM,1613092897.0,95.0,-15.6167,30.4167,71.4,1.92
San Cristobal,36.0,VE,1613092660.0,84.0,7.7669,-72.225,67.42,1.81
Shimoda,75.0,JP,1613092898.0,62.0,34.6667,138.95,51.8,10.36
Tocache,100.0,PE,1613092898.0,87.0,-8.1842,-76.5125,72.46,0.6
Samfya,100.0,ZM,1613092898.0,95.0,-11.3649,29.5565,66.15,8.99
Verkhnevilyuysk,92.0,RU,1613092898.0,87.0,63.4453,120.3167,-19.95,3.53
Nhamundá,76.0,BR,1613092898.0,93.0,-2.1861,-56.7131,76.35,1.74
Nome,90.0,US,1613092898.0,85.0,64.5011,-165.4064,12.2,20.71
Stephenville,90.0,US,1613092898.0,80.0,32.2207,-98.2023,30.0,8.05
Çumra,0.0,TR,1613092898.0,49.0,37.5732,32.7745,46.4,11.5
Tamandaré,46.0,BR,1613092899.0,81.0,-8.7597,-35.1047,78.37,8.5
Tiksi,91.0,RU,1613092899.0,88.0,71.6872,128.8694,-8.1,6.11
Horsham,0.0,GB,1613092698.0,74.0,51.064,-0.3272,30.2,10.36
Boralday,90.0,KZ,1613092900.0,100.0,43.3578,76.8594,28.4,2.24
Mangai,100.0,CD,1613092900.0,87.0,-4.05,19.5333,72.27,0.56
Haines Junction,0.0,CA,1613092901.0,76.0,60.7522,-137.5108,-16.6,1.14
Nikolayevsk-on-Amur,19.0,RU,1613092741.0,94.0,53.1406,140.73,18.54,1.28
Vila Velha,0.0,BR,1613092649.0,88.0,-20.3297,-40.2925,77.0,4.61
Elko,100.0,US,1613092902.0,64.0,41.0002,-115.5012,46.0,5.99
Aripuanã,100.0,BR,1613092903.0,98.0,-9.1667,-60.6333,72.21,1.97
Itaituba,100.0,BR,1613092903.0,96.0,-4.2761,-55.9836,75.07,1.77
Silifke,1.0,TR,1613092827.0,72.0,36.3778,33.9344,56.08,4.54
Svetlaya,100.0,RU,1613092903.0,87.0,46.5389,138.3297,24.6,0.56
Chapada dos Guimarães,75.0,BR,1613092903.0,78.0,-15.4606,-55.7497,77.0,9.22
Yerbogachën,0.0,RU,1613092904.0,85.0,61.2767,108.0108,-22.13,3.2
Makkah al Mukarramah,0.0,SA,1613092682.0,62.0,21.4267,39.8261,72.82,1.59
Banjar,75.0,ID,1613092904.0,94.0,-8.19,114.9675,77.0,4.61
Vila,85.0,PT,1613092904.0,96.0,42.0304,-8.1588,51.01,11.99
Payo,100.0,ID,1613092904.0,93.0,-3.7508,103.6372,76.41,1.79
La Paz,75.0,BO,1613092905.0,87.0,-16.5,-68.15,46.4,9.22
Belyy Yar,53.0,RU,1613092905.0,75.0,53.6039,91.3903,-25.6,0.89
Mlonggo,75.0,ID,1613092905.0,94.0,-6.5333,110.7,77.0,1.14
Chernyshevskiy,87.0,RU,1613092905.0,86.0,63.0128,112.4714,-24.99,3.09
Ahipara,0.0,NZ,1613092906.0,51.0,-35.1667,173.1667,70.03,8.52
Carmo do Rio Verde,100.0,BR,1613092906.0,90.0,-15.3536,-49.7075,70.56,0.96
Dyersburg,20.0,US,1613092906.0,93.0,36.0345,-89.3856,28.4,11.5
Shishou,0.0,CN,1613092906.0,81.0,29.7226,112.419,55.2,4.29
Khuzhir,100.0,RU,1613092906.0,84.0,53.1939,107.3397,3.63,9.04
Neiafu,40.0,TO,1613092906.0,84.0,-18.65,-173.9833,84.2,11.5
Arrondissement de Cognac,90.0,FR,1613092907.0,87.0,45.5,-0.25,42.8,9.22
Arrondissement du Havre,0.0,FR,1613092907.0,64.0,49.5833,0.3333,28.4,21.85
Ust-Maya,64.0,RU,1613092907.0,93.0,60.4167,134.5333,12.13,6.17
Cukai,40.0,MY,1613092907.0,94.0,4.25,103.4167,78.8,4.61
